"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Source","EID"
"Michailides C.","Michailides, Constantine (35366734800)","35366734800","Power performance and dynamic response of the WLC wave energy converter based on hydroelastic analysis","2017","International Journal of Marine Energy","19","","","83","94","11","3","10.1016/j.ijome.2017.06.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024124119&doi=10.1016%2fj.ijome.2017.06.001&partnerID=40&md5=714785177cd071f5d35c1c11700d7fb8","Article","Scopus","2-s2.0-85024124119"
"Fleming A.; Macfarlane G.","Fleming, Alan (54894398200); Macfarlane, Gregor (14834108300)","54894398200; 14834108300","In-situ orifice calibration for reversing oscillating flow and improved performance prediction for oscillating water column model test experiments","2017","International Journal of Marine Energy","17","","","147","155","8","15","10.1016/j.ijome.2017.01.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011708633&doi=10.1016%2fj.ijome.2017.01.005&partnerID=40&md5=e4ee285c939217e8816d3cce98279250","Article","Scopus","2-s2.0-85011708633"
"Lavidas G.; Venugopal V.; Friedrich D.","Lavidas, George (56422497400); Venugopal, Vengatesan (15073567600); Friedrich, Daniel (56421718300)","56422497400; 15073567600; 56421718300","Wave energy extraction in Scotland through an improved nearshore wave atlas","2017","International Journal of Marine Energy","17","","","64","83","19","31","10.1016/j.ijome.2017.01.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009952133&doi=10.1016%2fj.ijome.2017.01.008&partnerID=40&md5=9eb96d9ae53cecdc7cbf4f065dad4fc8","Article","Scopus","2-s2.0-85009952133"
"Hasanien H.M.","Hasanien, Hany M. (34978417100)","34978417100","Gravitational search algorithm-based optimal control of Archimedes wave swing-based wave energy conversion system supplying a DC microgrid under uncertain dynamics","2017","IET Renewable Power Generation","11","6","","763","770","7","42","10.1049/iet-rpg.2016.0677","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019772779&doi=10.1049%2fiet-rpg.2016.0677&partnerID=40&md5=d9e417d6607e1c898ac138baf479b2ae","Article","Scopus","2-s2.0-85019772779"
"Bernardino M.; Rusu L.; Guedes Soares C.","Bernardino, Mariana (36607402300); Rusu, Liliana (24067330300); Guedes Soares, C. (56978160800)","36607402300; 24067330300; 56978160800","Evaluation of the wave energy resources in the Cape Verde Islands","2017","Renewable Energy","101","","","316","326","10","56","10.1016/j.renene.2016.08.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985990223&doi=10.1016%2fj.renene.2016.08.040&partnerID=40&md5=bd216a36c1d769520b7201941640d097","Article","Scopus","2-s2.0-84985990223"
"Halder P.; Samad A.","Halder, Paresh (55814026700); Samad, Abdus (24465559200)","55814026700; 24465559200","Torque and efficiency maximization for a wave energy harvesting turbine: an approach to modify multiple design variables","2017","International Journal of Energy Research","41","7","","1014","1028","14","13","10.1002/er.3694","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028249587&doi=10.1002%2fer.3694&partnerID=40&md5=0241b612b4c1ec6159a92431a863561f","Article","Scopus","2-s2.0-85028249587"
"Sheng W.; Li H.","Sheng, Wanan (35220535800); Li, Hui (57060864000)","35220535800; 57060864000","A method for energy and resource assessment of waves in finite water depths","2017","Energies","10","4","460","","","","35","10.3390/en10040460","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028986210&doi=10.3390%2fen10040460&partnerID=40&md5=a2b2347aab482b93a1fa808342dd3f9c","Article","Scopus","2-s2.0-85028986210"
"Armesto J.A.; Ayllón V.; Barrera C.; Laguillo C.; Guanche R.","Armesto, José A. (55797784300); Ayllón, Víctor (57192073157); Barrera, Carlos (57195317506); Laguillo, Carlos (57195316871); Guanche, Raúl (22937826600)","55797784300; 57192073157; 57195317506; 57195316871; 22937826600","On the importance of restoring term approximations for large pitching floating devices","2017","International Journal of Marine Energy","19","","","164","176","12","2","10.1016/j.ijome.2017.07.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027068792&doi=10.1016%2fj.ijome.2017.07.007&partnerID=40&md5=672ddfe672c0f605733dbe921b629325","Article","Scopus","2-s2.0-85027068792"
"Wahyudie A.; Jama M.; Susilo T.B.; Mon B.F.; Shaaref H.; Noura H.","Wahyudie, Addy (35306119500); Jama, Mohammed (57097134300); Susilo, Tri Bagus (56570965600); Mon, Bisni Fahad (57194640029); Shaaref, Hussein (57189691198); Noura, Hassan (6602147065)","35306119500; 57097134300; 56570965600; 57194640029; 57189691198; 6602147065","Design and testing of a laboratory scale test rig for wave energy converters using a double-sided permanent magnet linear generator","2017","IET Renewable Power Generation","11","7","","922","930","8","26","10.1049/iet-rpg.2016.0874","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021344898&doi=10.1049%2fiet-rpg.2016.0874&partnerID=40&md5=86774c8402bf295f061a6896b659e3e0","Article","Scopus","2-s2.0-85021344898"
"Okoro U.; Kolios A.; Cui L.","Okoro, Uzoma (57192428290); Kolios, Athanasios (36544079300); Cui, Lin (55211204800)","57192428290; 36544079300; 55211204800","Multi-criteria risk assessment approach for components risk ranking - The case study of an offshore wave energy converter","2017","International Journal of Marine Energy","17","","","21","39","18","18","10.1016/j.ijome.2016.12.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006341166&doi=10.1016%2fj.ijome.2016.12.001&partnerID=40&md5=0301619fc08a15ed8eae801daac324c5","Article","Scopus","2-s2.0-85006341166"
"Rao K.S.R.; Sunderan T.; Adiris M.R.","Rao, K.S. Rama (55659139400); Sunderan, T. (57191040114); Adiris, M. Ref'at (57191043384)","55659139400; 57191040114; 57191043384","Performance and design optimization of two model based wave energy permanent magnet linear generators","2017","Renewable Energy","101","","","196","203","7","14","10.1016/j.renene.2016.07.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985942546&doi=10.1016%2fj.renene.2016.07.019&partnerID=40&md5=8f667addad9212a9469efe8092224a6e","Article","Scopus","2-s2.0-84985942546"
"Yang S.-H.; Ringsberg J.W.; Johnson E.; Hu Z.","Yang, Shun-Han (56416702800); Ringsberg, Jonas W. (6602749403); Johnson, Erland (8159119400); Hu, Zhiqiang (56386420300)","56416702800; 6602749403; 8159119400; 56386420300","Biofouling on mooring lines and power cables used in wave energy converter systems—Analysis of fatigue life and energy performance","2017","Applied Ocean Research","65","","","166","177","11","40","10.1016/j.apor.2017.04.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018515620&doi=10.1016%2fj.apor.2017.04.002&partnerID=40&md5=c5f467c05ecf9056b04271f2dfbcfc31","Article","Scopus","2-s2.0-85018515620"
"Serna Á.; Yahyaoui I.; Normey-Rico J.E.; de Prada C.; Tadeo F.","Serna, Álvaro (55736672900); Yahyaoui, Imene (55886404300); Normey-Rico, Julio E. (6603569530); de Prada, César (6603379715); Tadeo, Fernando (7003860727)","55736672900; 55886404300; 6603569530; 6603379715; 7003860727","Predictive control for hydrogen production by electrolysis in an offshore platform using renewable energies","2017","International Journal of Hydrogen Energy","42","17","","12865","12876","11","25","10.1016/j.ijhydene.2016.11.077","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007481178&doi=10.1016%2fj.ijhydene.2016.11.077&partnerID=40&md5=76bd89ee068be3db60ef6fb0549a60ef","Article","Scopus","2-s2.0-85007481178"
"Ahmed A.; Saadatnia Z.; Hassan I.; Zi Y.; Xi Y.; He X.; Zu J.; Wang Z.L.","Ahmed, Abdelsalam (57195581686); Saadatnia, Zia (35772737000); Hassan, Islam (57192421071); Zi, Yunlong (56529184400); Xi, Yi (35235324800); He, Xu (56016765600); Zu, Jean (7006071022); Wang, Zhong Lin (56430045300)","57195581686; 35772737000; 57192421071; 56529184400; 35235324800; 56016765600; 7006071022; 56430045300","Self-Powered Wireless Sensor Node Enabled by a Duck-Shaped Triboelectric Nanogenerator for Harvesting Water Wave Energy","2017","Advanced Energy Materials","7","7","","","","","155","10.1002/aenm.201601705","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006373151&doi=10.1002%2faenm.201601705&partnerID=40&md5=735b03e3501d9fafcaf4e22c1eb60e15","Article","Scopus","2-s2.0-85006373151"
"Sang Y.; Karayaka H.B.; Yan Y.; Zhang J.Z.; Bogucki D.; Yu Y.-H.","Sang, Yuanrui (57195983311); Karayaka, H. Bora (6602275621); Yan, Yanjun (56202503100); Zhang, James Z. (56494800700); Bogucki, Darek (6603396559); Yu, Yi-Hsiang (8651357200)","57195983311; 6602275621; 56202503100; 56494800700; 6603396559; 8651357200","A rule-based phase control methodology for a slider-crank wave energy converter power take-off system","2017","International Journal of Marine Energy","19","","","124","144","20","10","10.1016/j.ijome.2017.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026528016&doi=10.1016%2fj.ijome.2017.07.001&partnerID=40&md5=3684a4fabb9c8853119e19e99ae1a48a","Article","Scopus","2-s2.0-85026528016"
"Peng W.; Huang X.; Fan Y.; Zhang J.; Ren X.","Peng, Wei (50262681000); Huang, Xiaoyun (55308645700); Fan, Yaning (57195331702); Zhang, Jisheng (57211582663); Ren, Xingyue (57192917311)","50262681000; 55308645700; 57195331702; 57211582663; 57192917311","Numerical analysis and performance optimization of a submerged wave energy converting device based on the floating breakwater","2017","Journal of Renewable and Sustainable Energy","9","4","044503","","","","9","10.1063/1.4997505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027222462&doi=10.1063%2f1.4997505&partnerID=40&md5=a7eb353a908e32d4b18713a0f605dc60","Article","Scopus","2-s2.0-85027222462"
"Alamian R.; Shafaghat R.; Hosseini S.S.; Zainali A.","Alamian, Rezvan (37050568600); Shafaghat, Rouzbeh (26538184500); Hosseini, Seyed Saeed (57202070939); Zainali, Amir (36969950700)","37050568600; 26538184500; 57202070939; 36969950700","Wave energy potential along the southern coast of the Caspian Sea","2017","International Journal of Marine Energy","19","","","221","234","13","24","10.1016/j.ijome.2017.08.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027488642&doi=10.1016%2fj.ijome.2017.08.002&partnerID=40&md5=fb7cc9734eadd0aa9a602b9d1cba2af1","Article","Scopus","2-s2.0-85027488642"
"Zou S.; Abdelkhalik O.; Robinett R.; Korde U.; Bacelli G.; Wilson D.; Coe R.","Zou, Shangyan (57191494965); Abdelkhalik, Ossama (57202953873); Robinett, Rush (7006325805); Korde, Umesh (7004283169); Bacelli, Giorgio (26767545700); Wilson, David (57188866897); Coe, Ryan (55532590700)","57191494965; 57202953873; 7006325805; 7004283169; 26767545700; 57188866897; 55532590700","Model Predictive Control of parametric excited pitch-surge modes in wave energy converters","2017","International Journal of Marine Energy","19","","","32","46","14","25","10.1016/j.ijome.2017.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020164854&doi=10.1016%2fj.ijome.2017.05.002&partnerID=40&md5=142c501f2564504cae5ef8e6625a6ee4","Article","Scopus","2-s2.0-85020164854"
"Schönborn A.","Schönborn, Alessandro (26641447600)","26641447600","A harmonic pressure differential wave energy converter","2017","International Journal of Marine Energy","19","","","47","54","7","2","10.1016/j.ijome.2017.05.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020426467&doi=10.1016%2fj.ijome.2017.05.006&partnerID=40&md5=4e113f17713d8872ab99d628966ba828","Article","Scopus","2-s2.0-85020426467"
"Elhanafi A.; Macfarlane G.; Fleming A.; Leong Z.","Elhanafi, Ahmed (57008301100); Macfarlane, Gregor (14834108300); Fleming, Alan (54894398200); Leong, Zhi (56349242300)","57008301100; 14834108300; 54894398200; 56349242300","Investigations on 3D effects and correlation between wave height and lip submergence of an offshore stationary OWC wave energy converter","2017","Applied Ocean Research","64","","","203","216","13","44","10.1016/j.apor.2017.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015094396&doi=10.1016%2fj.apor.2017.03.002&partnerID=40&md5=088f48fe77e31353ca94f3d46fbe773f","Article","Scopus","2-s2.0-85015094396"
"Miquel A.M.; Antonini A.; Archetti R.; Bozzi S.; Lamberti A.","Miquel, A.M. (55794662400); Antonini, A. (55795188200); Archetti, R. (6603182302); Bozzi, S. (8349570900); Lamberti, A. (7004525629)","55794662400; 55795188200; 6603182302; 8349570900; 7004525629","Non-linear modelling of a heaving point absorber: The surge effect","2017","International Journal of Marine Energy","19","","","95","109","14","11","10.1016/j.ijome.2017.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026397829&doi=10.1016%2fj.ijome.2017.07.002&partnerID=40&md5=2d12987bb1c53b17b66ce4fa3004c127","Article","Scopus","2-s2.0-85026397829"
"Giorgi G.; Ringwood J.V.","Giorgi, Giuseppe (57194196298); Ringwood, John V. (6603725188)","57194196298; 6603725188","Nonlinear Froude-Krylov and viscous drag representations for wave energy converters in the computation/fidelity continuum","2017","Ocean Engineering","141","","","164","175","11","50","10.1016/j.oceaneng.2017.06.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033402093&doi=10.1016%2fj.oceaneng.2017.06.030&partnerID=40&md5=0c99141886ce5f2ab245db576c038de4","Article","Scopus","2-s2.0-85033402093"
"Beatty S.; Ferri F.; Bocking B.; Kofoed J.P.; Buckham B.","Beatty, Scott (23011741300); Ferri, Francesco (55355655400); Bocking, Bryce (56682084200); Kofoed, Jens Peter (7006769458); Buckham, Bradley (6602528861)","23011741300; 55355655400; 56682084200; 7006769458; 6602528861","Power take-off simulation for scale model testing of wave energy converters","2017","Energies","10","7","973","","","","20","10.3390/en10070973","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044260501&doi=10.3390%2fen10070973&partnerID=40&md5=cbbfe8f69cc218fe1fb54497aa73a8e1","Article","Scopus","2-s2.0-85044260501"
"Arnaud G.; Rey V.; Touboul J.; Sous D.; Molin B.; Gouaud F.","Arnaud, Gwendoline (56912057100); Rey, Vincent (7004515852); Touboul, Julien (14065382100); Sous, Damien (6508051044); Molin, Bernard (56252897500); Gouaud, Fabrice (35195811400)","56912057100; 7004515852; 14065382100; 6508051044; 56252897500; 35195811400","Wave propagation through dense vertical cylinder arrays: Interference process and specific surface effects on damping","2017","Applied Ocean Research","65","","","229","237","8","23","10.1016/j.apor.2017.04.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018441644&doi=10.1016%2fj.apor.2017.04.011&partnerID=40&md5=299c4c082039ff9da9dce800e3a8e84b","Article","Scopus","2-s2.0-85018441644"
"Shao H.; Wen Z.; Cheng P.; Sun N.; Shen Q.; Zhou C.; Peng M.; Yang Y.; Xie X.; Sun X.","Shao, Huiyun (57194416938); Wen, Zhen (55757787700); Cheng, Ping (57196328762); Sun, Na (57193751707); Shen, Qingqing (57194419143); Zhou, Changjie (57194406855); Peng, Mingfa (37361377800); Yang, Yanqin (57194411145); Xie, Xinkai (57193743491); Sun, Xuhui (15137600000)","57194416938; 55757787700; 57196328762; 57193751707; 57194419143; 57194406855; 37361377800; 57194411145; 57193743491; 15137600000","Multifunctional power unit by hybridizing contact-separate triboelectric nanogenerator, electromagnetic generator and solar cell for harvesting blue energy","2017","Nano Energy","39","","","608","615","7","95","10.1016/j.nanoen.2017.07.045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026518304&doi=10.1016%2fj.nanoen.2017.07.045&partnerID=40&md5=2b3541857dffd52bad90e2e291de7368","Article","Scopus","2-s2.0-85026518304"
"Bacelli G.; Coe R.G.; Patterson D.; Wilson D.","Bacelli, Giorgio (26767545700); Coe, Ryan G. (55532590700); Patterson, David (56911687200); Wilson, David (57188866897)","26767545700; 55532590700; 56911687200; 57188866897","System identification of a heaving point absorber: Design of experiment and device modeling","2017","Energies","10","4","472","","","","49","10.3390/en10040472","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028961041&doi=10.3390%2fen10040472&partnerID=40&md5=570a884201ace2852c4a1f81a79067ba","Article","Scopus","2-s2.0-85028961041"
"Xiao X.; Xiao L.; Peng T.","Xiao, Xiaolong (57192084210); Xiao, Longfei (8604994200); Peng, Tao (57203752995)","57192084210; 8604994200; 57203752995","Comparative study on power capture performance of oscillating-body wave energy converters with three novel power take-off systems","2017","Renewable Energy","103","","","94","105","11","39","10.1016/j.renene.2016.11.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996618738&doi=10.1016%2fj.renene.2016.11.030&partnerID=40&md5=4bb663a457c290797855def91e79cf43","Article","Scopus","2-s2.0-84996618738"
"Li X.; Shen C.; Wang Q.; Luk C.M.; Li B.; Yin J.; Lau S.P.; Guo W.","Li, Xuemei (55088720900); Shen, Chun (57193200700); Wang, Qin (56991582400); Luk, Chi Man (44161089900); Li, Baowen (37030430600); Yin, Jun (57226744273); Lau, Shu Ping (57218695974); Guo, Wanlin (55777912500)","55088720900; 57193200700; 56991582400; 44161089900; 37030430600; 57226744273; 57218695974; 55777912500","Hydroelectric generator from transparent flexible zinc oxide nanofilms","2017","Nano Energy","32","","","125","129","4","30","10.1016/j.nanoen.2016.11.050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006991330&doi=10.1016%2fj.nanoen.2016.11.050&partnerID=40&md5=bcc32e450c6882608cb6b615e9fa0539","Article","Scopus","2-s2.0-85006991330"
"Zou S.; Abdelkhalik O.; Robinett R.; Bacelli G.; Wilson D.","Zou, Shangyan (57191494965); Abdelkhalik, Ossama (57202953873); Robinett, Rush (7006325805); Bacelli, Giorgio (26767545700); Wilson, David (57188866897)","57191494965; 57202953873; 7006325805; 26767545700; 57188866897","Optimal control of wave energy converters","2017","Renewable Energy","103","","","217","225","8","51","10.1016/j.renene.2016.11.036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997542844&doi=10.1016%2fj.renene.2016.11.036&partnerID=40&md5=bb7a459ba606206b655f7caa12e3f79d","Article","Scopus","2-s2.0-84997542844"
"Liang C.; Zuo L.","Liang, Changwei (56200246500); Zuo, Lei (7102124829)","56200246500; 7102124829","On the dynamics and design of a two-body wave energy converter","2017","Renewable Energy","101","","","265","274","9","81","10.1016/j.renene.2016.08.059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985898206&doi=10.1016%2fj.renene.2016.08.059&partnerID=40&md5=0679998912d10ca98da0b5bbfb72289a","Article","Scopus","2-s2.0-84985898206"
"de Andres A.; MacGillivray A.; Roberts O.; Guanche R.; Jeffrey H.","de Andres, Adrian (55797765100); MacGillivray, Andy (55953509200); Roberts, Owain (57212805944); Guanche, Raul (22937826600); Jeffrey, Henry (22834920700)","55797765100; 55953509200; 57212805944; 22937826600; 22834920700","Beyond LCOE: A study of ocean energy technology development and deployment attractiveness","2017","Sustainable Energy Technologies and Assessments","19","","","1","16","15","46","10.1016/j.seta.2016.11.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997109154&doi=10.1016%2fj.seta.2016.11.001&partnerID=40&md5=bdf280eef3212149d66ee02d234f883d","Article","Scopus","2-s2.0-84997109154"
"Vissio G.; Valério D.; Bracco G.; Beirão P.; Pozzi N.; Mattiazzo G.","Vissio, Giacomo (56732939400); Valério, Duarte (23010662200); Bracco, Giovanni (57194222652); Beirão, Pedro (23007612600); Pozzi, Nicola (57192158148); Mattiazzo, Giuliana (6602883396)","56732939400; 23010662200; 57194222652; 23007612600; 57192158148; 6602883396","ISWEC linear quadratic regulator oscillating control","2017","Renewable Energy","103","","","372","382","10","25","10.1016/j.renene.2016.11.046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998720446&doi=10.1016%2fj.renene.2016.11.046&partnerID=40&md5=019366e0bac8c36cb64124c67673c627","Article","Scopus","2-s2.0-84998720446"
"Dimakopoulos A.S.; Cooker M.J.; Bruce T.","Dimakopoulos, Aggelos S. (15072816200); Cooker, Mark J. (6701377084); Bruce, Tom (7005744723)","15072816200; 6701377084; 7005744723","The influence of scale on the air flow and pressure in the modelling of Oscillating Water Column Wave Energy Converters","2017","International Journal of Marine Energy","19","","","272","291","19","17","10.1016/j.ijome.2017.08.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028935009&doi=10.1016%2fj.ijome.2017.08.004&partnerID=40&md5=75b1c785477d8de52de998172493d05e","Article","Scopus","2-s2.0-85028935009"
"Xi Y.; Wang J.; Zi Y.; Li X.; Han C.; Cao X.; Hu C.; Wang Z.","Xi, Yi (35235324800); Wang, Jie (56033404300); Zi, Yunlong (56529184400); Li, Xiaogan (8241588400); Han, Changbao (56049596500); Cao, Xia (55082564100); Hu, Chenguo (7404570467); Wang, Zhonglin (56430045300)","35235324800; 56033404300; 56529184400; 8241588400; 56049596500; 55082564100; 7404570467; 56430045300","High efficient harvesting of underwater ultrasonic wave energy by triboelectric nanogenerator","2017","Nano Energy","38","","","101","108","7","120","10.1016/j.nanoen.2017.04.053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019737786&doi=10.1016%2fj.nanoen.2017.04.053&partnerID=40&md5=caa019302c219cbbc3bfa1fc9960b710","Article","Scopus","2-s2.0-85019737786"
"Babarit A.; Wendt F.; Yu Y.-H.; Weber J.","Babarit, A. (6505871520); Wendt, F. (56732685900); Yu, Y.-H. (8651357200); Weber, J. (55235765700)","6505871520; 56732685900; 8651357200; 55235765700","Investigation on the energy absorption performance of a fixed-bottom pressure-differential wave energy converter","2017","Applied Ocean Research","65","","","90","101","11","15","10.1016/j.apor.2017.03.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017097985&doi=10.1016%2fj.apor.2017.03.017&partnerID=40&md5=8e4fb7d556eb65b4c3298f4f3faa8829","Article","Scopus","2-s2.0-85017097985"
"Abaei M.M.; Arzaghi E.; Abbassi R.; Garaniya V.; Penesis I.","Abaei, Mohammad Mahdi (57192082591); Arzaghi, Ehsan (57189224978); Abbassi, Rouzbeh (25959875100); Garaniya, Vikram (56155769000); Penesis, Irene (14069017800)","57192082591; 57189224978; 25959875100; 56155769000; 14069017800","Developing a novel risk-based methodology for multi-criteria decision making in marine renewable energy applications","2017","Renewable Energy","102","","","341","348","7","52","10.1016/j.renene.2016.10.054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996606672&doi=10.1016%2fj.renene.2016.10.054&partnerID=40&md5=03098076bca29c7679db62b3d398eea5","Article","Scopus","2-s2.0-84996606672"
"Sierra J.P.; Casas-Prat M.; Campins E.","Sierra, J.P. (7102319577); Casas-Prat, M. (36544766000); Campins, E. (57190979673)","7102319577; 36544766000; 57190979673","Impact of climate change on wave energy resource: The case of Menorca (Spain)","2017","Renewable Energy","101","","","275","285","10","30","10.1016/j.renene.2016.08.060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985032743&doi=10.1016%2fj.renene.2016.08.060&partnerID=40&md5=cbd0852adb123c74920af882de8469b8","Article","Scopus","2-s2.0-84985032743"
"Tampier G.; Grueter L.","Tampier, Gonzalo (57195714677); Grueter, Laura (57195714445)","57195714677; 57195714445","Hydrodynamic analysis of a heaving wave energy converter","2017","International Journal of Marine Energy","19","","","304","318","14","23","10.1016/j.ijome.2017.08.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029600899&doi=10.1016%2fj.ijome.2017.08.007&partnerID=40&md5=33c1a57d5848eb973e68f7e79642d9f8","Article","Scopus","2-s2.0-85029600899"
"Zhu Y.; Jia L.; Duan C.; Sun X.; Guo W.","Zhu, Yongqiang (35779652400); Jia, Lihu (55899539300); Duan, Chunming (12781865200); Sun, Xiaoyan (56179767800); Guo, Wenrui (57193518063)","35779652400; 55899539300; 12781865200; 56179767800; 57193518063","Status of testing field for ocean energy generation","2017","Journal of Modern Power Systems and Clean Energy","5","2","","160","168","8","8","10.1007/s40565-015-0152-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014560979&doi=10.1007%2fs40565-015-0152-9&partnerID=40&md5=9e2bc6a7612234a861c9a4470462e4ad","Review","Scopus","2-s2.0-85014560979"
"Ghisu T.; Puddu P.; Cambuli F.","Ghisu, Tiziano (18133521100); Puddu, Pierpaolo (7101784081); Cambuli, Francesco (19933468900)","18133521100; 7101784081; 19933468900","A detailed analysis of the unsteady flow within a Wells turbine","2017","Proceedings of the Institution of Mechanical Engineers, Part A: Journal of Power and Energy","231","3","","197","214","17","35","10.1177/0957650917691640","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019027933&doi=10.1177%2f0957650917691640&partnerID=40&md5=5f9cb3982ba2bbd0d9421251c98702bf","Article","Scopus","2-s2.0-85019027933"
"Loxton J.; Macleod A.K.; Nall C.R.; McCollin T.; Machado I.; Simas T.; Vance T.; Kenny C.; Want A.; Miller R.G.","Loxton, J. (56085714200); Macleod, A.K. (55909321700); Nall, C.R. (56496928500); McCollin, T. (17342748800); Machado, I. (56500134300); Simas, T. (8852245500); Vance, T. (55323074300); Kenny, C. (57206169685); Want, A. (57193799525); Miller, R.G. (55909246300)","56085714200; 55909321700; 56496928500; 17342748800; 56500134300; 8852245500; 55323074300; 57206169685; 57193799525; 55909246300","Setting an agenda for biofouling research for the marine renewable energy industry","2017","International Journal of Marine Energy","19","","","292","303","11","31","10.1016/j.ijome.2017.08.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029492091&doi=10.1016%2fj.ijome.2017.08.006&partnerID=40&md5=2c85ff86cbdfea6214e09f848539d374","Article","Scopus","2-s2.0-85029492091"
"Xu D.; Stuhlmeier R.; Stiassnie M.","Xu, Dali (55496505600); Stuhlmeier, Raphael (6504745701); Stiassnie, Michael (35618524800)","55496505600; 6504745701; 35618524800","Harnessing wave power in open seas II: very large arrays of wave-energy converters for 2D sea states","2017","Journal of Ocean Engineering and Marine Energy","3","2","","151","160","9","5","10.1007/s40722-017-0079-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019134723&doi=10.1007%2fs40722-017-0079-5&partnerID=40&md5=87f1455afd5b486dcc637bf4300b86ff","Article","Scopus","2-s2.0-85019134723"
"Gaidai O.; Ji C.; Kalogeri C.; Gao J.","Gaidai, Oleg (15072484800); Ji, Chunyan (26867833600); Kalogeri, Christina (57212487980); Gao, Junliang (57195255654)","15072484800; 26867833600; 57212487980; 57195255654","SEM-REV energy site extreme wave prediction","2017","Renewable Energy","101","","","894","899","5","5","10.1016/j.renene.2016.09.053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989211538&doi=10.1016%2fj.renene.2016.09.053&partnerID=40&md5=6ecd71ea3dec1a1b304a141790bafe09","Article","Scopus","2-s2.0-84989211538"
"Malara G.; Romolo A.; Fiamma V.; Arena F.","Malara, Giovanni (26633961400); Romolo, Alessandra (8531973900); Fiamma, Vincenzo (6506313055); Arena, Felice (7102803521)","26633961400; 8531973900; 6506313055; 7102803521","On the modelling of water column oscillations in U-OWC energy harvesters","2017","Renewable Energy","101","","","964","972","8","48","10.1016/j.renene.2016.09.051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989306849&doi=10.1016%2fj.renene.2016.09.051&partnerID=40&md5=af49d464ca7c01c389abc264f823a160","Article","Scopus","2-s2.0-84989306849"
"Giorgi G.; Ringwood J.V.","Giorgi, Giuseppe (57194196298); Ringwood, John V. (6603725188)","57194196298; 6603725188","Computationally efficient nonlinear Froude–Krylov force calculations for heaving axisymmetric wave energy point absorbers","2017","Journal of Ocean Engineering and Marine Energy","3","1","","21","33","12","59","10.1007/s40722-016-0066-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019058266&doi=10.1007%2fs40722-016-0066-2&partnerID=40&md5=ee8c23f929e4e41c914a2077f5fb4898","Article","Scopus","2-s2.0-85019058266"
