"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Source","EID"
"Walsh J.; Bashir I.; Garrett J.K.; Thies P.R.; Blondel P.; Johanning L.","Walsh, Jodi (57104318600); Bashir, Imran (56230479400); Garrett, Joanne K. (57206712634); Thies, Philipp R. (55134959500); Blondel, Philippe (7003433169); Johanning, Lars (13605483700)","57104318600; 56230479400; 57206712634; 55134959500; 7003433169; 13605483700","Monitoring the condition of Marine Renewable Energy Devices through underwater Acoustic Emissions: Case study of a Wave Energy Converter in Falmouth Bay, UK","2017","Renewable Energy","102","","","205","213","8","14","10.1016/j.renene.2016.10.049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994247306&doi=10.1016%2fj.renene.2016.10.049&partnerID=40&md5=b075ed26776af52fba9bdab7fc218d06","Article","Scopus","2-s2.0-84994247306"
"Onea F.; Ciortan S.; Rusu E.","Onea, Florin (55326229800); Ciortan, Sorin (24466320700); Rusu, Eugen (24450974700)","55326229800; 24466320700; 24450974700","Assessment of the potential for developing combined wind-wave projects in the European nearshore","2017","Energy and Environment","28","5-6","","580","597","17","27","10.1177/0958305X17716947","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029532935&doi=10.1177%2f0958305X17716947&partnerID=40&md5=6032bd66cc33c11553a1d13c16b740e5","Article","Scopus","2-s2.0-85029532935"
"Ayob M.N.; Castellucci V.; Waters R.","Ayob, Mohd Nasir (36661988000); Castellucci, Valeria (55425508500); Waters, Rafael (24734380900)","36661988000; 55425508500; 24734380900","Wave energy potential and 1–50 TWh scenarios for the Nordic synchronous grid","2017","Renewable Energy","101","","","462","466","4","7","10.1016/j.renene.2016.09.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987985107&doi=10.1016%2fj.renene.2016.09.004&partnerID=40&md5=2d685ba7245e4c78cbae95c7edec92f9","Article","Scopus","2-s2.0-84987985107"
"Wang Z.L.; Jiang T.; Xu L.","Wang, Zhong Lin (56430045300); Jiang, Tao (56587265900); Xu, Liang (57026618200)","56430045300; 56587265900; 57026618200","Toward the blue energy dream by triboelectric nanogenerator networks","2017","Nano Energy","39","","","9","23","14","727","10.1016/j.nanoen.2017.06.035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021305452&doi=10.1016%2fj.nanoen.2017.06.035&partnerID=40&md5=dfdaaeaba8af66742909075367d8b163","Review","Scopus","2-s2.0-85021305452"
"Fàbregas Flavià F.; Babarit A.; Clément A.H.","Fàbregas Flavià, F. (57192063896); Babarit, A. (6505871520); Clément, A.H. (7102139422)","57192063896; 6505871520; 7102139422","On the numerical modeling and optimization of a bottom-referenced heave-buoy array of wave energy converters","2017","International Journal of Marine Energy","19","","","1","15","14","14","10.1016/j.ijome.2017.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020023952&doi=10.1016%2fj.ijome.2017.05.004&partnerID=40&md5=77248254a26749e63d82d61a97a9d723","Article","Scopus","2-s2.0-85020023952"
"Lavidas G.; Venugopal V.","Lavidas, George (56422497400); Venugopal, Vengatesan (15073567600)","56422497400; 15073567600","Wave energy resource evaluation and characterisation for the Libyan Sea","2017","International Journal of Marine Energy","18","","","1","14","13","19","10.1016/j.ijome.2017.03.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016753785&doi=10.1016%2fj.ijome.2017.03.001&partnerID=40&md5=bb9d750fd5960bedef8b892ae918dae9","Article","Scopus","2-s2.0-85016753785"
"Bouali B.; Larbi S.","Bouali, B. (56096118500); Larbi, S. (32367824800)","56096118500; 32367824800","Sequential optimization and performance prediction of an oscillating water column wave energy converter","2017","Ocean Engineering","131","","","162","173","11","35","10.1016/j.oceaneng.2017.01.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009164502&doi=10.1016%2fj.oceaneng.2017.01.004&partnerID=40&md5=84f80c4554f67cd39454316bd284e501","Article","Scopus","2-s2.0-85009164502"
"Ramos V.; López M.; Taveira-Pinto F.; Rosa-Santos P.","Ramos, V. (55620859800); López, M. (7404123882); Taveira-Pinto, F. (56423223800); Rosa-Santos, P. (14067888200)","55620859800; 7404123882; 56423223800; 14067888200","Influence of the wave climate seasonality on the performance of a wave energy converter: A case study","2017","Energy","135","","","303","316","13","20","10.1016/j.energy.2017.06.080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021405147&doi=10.1016%2fj.energy.2017.06.080&partnerID=40&md5=ed9d01289e01e5635bb09780d1408758","Article","Scopus","2-s2.0-85021405147"
"Guillou N.","Guillou, Nicolas (35078635400)","35078635400","Modelling effects of tidal currents on waves at a tidal stream energy site","2017","Renewable Energy","114","","","180","190","10","20","10.1016/j.renene.2016.12.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009252498&doi=10.1016%2fj.renene.2016.12.031&partnerID=40&md5=2b7eeb8dfb19d7f4b80c5199f59666a0","Article","Scopus","2-s2.0-85009252498"
"Qin H.; Tang W.; Xue H.; Hu Z.; Guo J.","Qin, Hao (57192080786); Tang, Wenyong (56394718800); Xue, Hongxiang (14520610200); Hu, Zhe (56229897900); Guo, Jinting (7404489252)","57192080786; 56394718800; 14520610200; 56229897900; 7404489252","Numerical study of wave impact on the deck-house caused by freak waves","2017","Ocean Engineering","133","","","151","169","18","18","10.1016/j.oceaneng.2017.01.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012085355&doi=10.1016%2fj.oceaneng.2017.01.023&partnerID=40&md5=a6a3f48a29ba8c09ddbfa56fba556e03","Article","Scopus","2-s2.0-85012085355"
"Dai Y.; Chen Y.; Xie L.","Dai, Youming (57192315084); Chen, Yangzhi (56424313800); Xie, Longhan (8218534100)","57192315084; 56424313800; 8218534100","A study on a novel two-body floating wave energy converter","2017","Ocean Engineering","130","","","407","416","9","22","10.1016/j.oceaneng.2016.11.049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85004130270&doi=10.1016%2fj.oceaneng.2016.11.049&partnerID=40&md5=8683279034830e43e5644384f019540f","Article","Scopus","2-s2.0-85004130270"
"Vasileiou M.; Loukogeorgaki E.; Vagiona D.G.","Vasileiou, Margarita (56912086300); Loukogeorgaki, Eva (11139815700); Vagiona, Dimitra G. (8963762800)","56912086300; 11139815700; 8963762800","GIS-based multi-criteria decision analysis for site selection of hybrid offshore wind and wave energy systems in Greece","2017","Renewable and Sustainable Energy Reviews","73","","","745","757","12","145","10.1016/j.rser.2017.01.161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011718242&doi=10.1016%2fj.rser.2017.01.161&partnerID=40&md5=a6e6db0cec3dfaf7146f5e6f76874761","Review","Scopus","2-s2.0-85011718242"
"Simonetti I.; Cappietti L.; Elsafti H.; Oumeraci H.","Simonetti, I. (55806650700); Cappietti, L. (12784579600); Elsafti, H. (55871477100); Oumeraci, H. (7003457824)","55806650700; 12784579600; 55871477100; 7003457824","Optimization of the geometry and the turbine induced damping for fixed detached and asymmetric OWC devices: A numerical study","2017","Energy","139","","","1197","1209","12","62","10.1016/j.energy.2017.08.033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030466454&doi=10.1016%2fj.energy.2017.08.033&partnerID=40&md5=fb888a23477b769f8e3313ae3ceb2bdb","Article","Scopus","2-s2.0-85030466454"
"Lucero F.; Catalán P.A.; Ossandón Á.; Beyá J.; Puelma A.; Zamorano L.","Lucero, Felipe (57193885231); Catalán, Patricio A. (22937072800); Ossandón, Álvaro (57193884174); Beyá, José (50261127900); Puelma, Andrés (57193887392); Zamorano, Luis (57104906500)","57193885231; 22937072800; 57193884174; 50261127900; 57193887392; 57104906500","Wave energy assessment in the central-south coast of Chile","2017","Renewable Energy","114","","","120","131","11","27","10.1016/j.renene.2017.03.076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017389470&doi=10.1016%2fj.renene.2017.03.076&partnerID=40&md5=625dec083949b51fc57ce3e0d00d7613","Article","Scopus","2-s2.0-85017389470"
"Penalba M.; Sell N.P.; Hillis A.J.; Ringwood J.V.","Penalba, Markel (57190173438); Sell, Nathan P. (57188970303); Hillis, Andy J. (8520718000); Ringwood, John V. (6603725188)","57190173438; 57188970303; 8520718000; 6603725188","Validating a wave-to-wire model for a wave energy converter-part I: The hydraulic transmission system","2017","Energies","10","7","977","","","","28","10.3390/en10070977","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028613014&doi=10.3390%2fen10070977&partnerID=40&md5=c0f44d3e0b104f43835758ad6cd7c5e5","Article","Scopus","2-s2.0-85028613014"
"Varlas G.; Christakos K.; Cheliotis I.; Papadopoulos A.; Steeneveld G.-J.","Varlas, George (55867410500); Christakos, Konstantinos (56096690800); Cheliotis, Ioannis (57192159609); Papadopoulos, Anastasios (7101944752); Steeneveld, Gert-Jan (8879755400)","55867410500; 56096690800; 57192159609; 7101944752; 8879755400","Spatiotemporal variability of marine renewable energy resources in Norway","2017","Energy Procedia","125","","","180","189","9","11","10.1016/j.egypro.2017.08.171","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030705191&doi=10.1016%2fj.egypro.2017.08.171&partnerID=40&md5=6b85998318044586f014673ca760718c","Article","Scopus","2-s2.0-85030705191"
"Liu Z.; Cui Y.; Li M.; Shi H.","Liu, Zhen (56349270600); Cui, Ying (55868472000); Li, Ming (56926994300); Shi, Hongda (15023660400)","56349270600; 55868472000; 56926994300; 15023660400","Steady state performance of an axial impulse turbine for oscillating water column wave energy converters","2017","Energy","141","","","1","10","9","30","10.1016/j.energy.2017.09.068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029693315&doi=10.1016%2fj.energy.2017.09.068&partnerID=40&md5=5c69b52e36c5a63c9ef2406e0bc1b67b","Article","Scopus","2-s2.0-85029693315"
"Wan Y.; Fan C.; Zhang J.; Meng J.; Dai Y.; Li L.; Sun W.; Zhou P.; Wang J.; Zhang X.","Wan, Yong (56555733100); Fan, Chenqing (53866397900); Zhang, Jie (55963073000); Meng, Junmin (14028537000); Dai, Yongshou (56048616800); Li, Ligang (55648291600); Sun, Weifeng (55726564100); Zhou, Peng (57001208300); Wang, Jing (55976852400); Zhang, Xudong (56735112500)","56555733100; 53866397900; 55963073000; 14028537000; 56048616800; 55648291600; 55726564100; 57001208300; 55976852400; 56735112500","Wave energy resource assessment off the coast of China around the Zhoushan Islands","2017","Energies","10","9","1320","","","","19","10.3390/en10091320","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029390364&doi=10.3390%2fen10091320&partnerID=40&md5=ff48ebfb271f5365adef65f87324ce89","Article","Scopus","2-s2.0-85029390364"
"Farhadzadeh A.; Hashemi M.R.; Neill S.","Farhadzadeh, Ali (6503887722); Hashemi, M. Reza (55582363700); Neill, Simon (7103133373)","6503887722; 55582363700; 7103133373","Characterizing the Great Lakes hydrokinetic renewable energy resource: Lake Erie wave, surge and seiche characteristics","2017","Energy","128","","","661","675","14","10","10.1016/j.energy.2017.04.064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018486517&doi=10.1016%2fj.energy.2017.04.064&partnerID=40&md5=9a46613e1e1e93fc4f2eaa900cb569ec","Article","Scopus","2-s2.0-85018486517"
"Penalba M.; Touzón I.; Lopez-Mendia J.; Nava V.","Penalba, Markel (57190173438); Touzón, Imanol (50263415900); Lopez-Mendia, Joseba (56955493000); Nava, Vincenzo (23392999800)","57190173438; 50263415900; 56955493000; 23392999800","A numerical study on the hydrodynamic impact of device slenderness and array size in wave energy farms in realistic wave climates","2017","Ocean Engineering","142","","","224","232","8","47","10.1016/j.oceaneng.2017.06.047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029365984&doi=10.1016%2fj.oceaneng.2017.06.047&partnerID=40&md5=62a1dba631d06a9c711c1d459d0697c3","Article","Scopus","2-s2.0-85029365984"
"Zheng C.W.; Wang Q.; Li C.Y.","Zheng, Chong Wei (55268383800); Wang, Qing (55939845500); Li, Chong Yin (7501675776)","55268383800; 55939845500; 7501675776","An overview of medium- to long-term predictions of global wave energy resources","2017","Renewable and Sustainable Energy Reviews","79","","","1492","1502","10","73","10.1016/j.rser.2017.05.109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020384830&doi=10.1016%2fj.rser.2017.05.109&partnerID=40&md5=fe6b8a924306a35ae7326a0247e4e3d2","Review","Scopus","2-s2.0-85020384830"
"Ulazia A.; Penalba M.; Ibarra-Berastegui G.; Ringwood J.; Saénz J.","Ulazia, Alain (56524654900); Penalba, Markel (57190173438); Ibarra-Berastegui, Gabriel (6508274262); Ringwood, John (6603725188); Saénz, Jon (7006174511)","56524654900; 57190173438; 6508274262; 6603725188; 7006174511","Wave energy trends over the Bay of Biscay and the consequences for wave energy converters","2017","Energy","141","","","624","634","10","47","10.1016/j.energy.2017.09.099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030478318&doi=10.1016%2fj.energy.2017.09.099&partnerID=40&md5=d0881dd21f79e457a377b1aeaa72b205","Article","Scopus","2-s2.0-85030478318"
"Kim J.; Koh H.J.; Cho I.H.; Kim M.H.; Kweon H.M.","Kim, J. (55905159800); Koh, H.J. (52063511500); Cho, I.H. (36951775200); Kim, M.H. (55588217000); Kweon, H.M. (7004390710)","55905159800; 52063511500; 36951775200; 55588217000; 7004390710","Experimental study of wave energy extraction by a dual-buoy heaving system","2017","International Journal of Naval Architecture and Ocean Engineering","9","1","","25","34","9","17","10.1016/j.ijnaoe.2016.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011017741&doi=10.1016%2fj.ijnaoe.2016.07.002&partnerID=40&md5=45343c9f7776cc0e058abde548a9e471","Article","Scopus","2-s2.0-85011017741"
"Elhanafi A.; Macfarlane G.; Fleming A.; Leong Z.","Elhanafi, Ahmed (57008301100); Macfarlane, Gregor (14834108300); Fleming, Alan (54894398200); Leong, Zhi (56349242300)","57008301100; 14834108300; 54894398200; 56349242300","Experimental and numerical investigations on the hydrodynamic performance of a floating–moored oscillating water column wave energy converter","2017","Applied Energy","205","","","369","390","21","93","10.1016/j.apenergy.2017.07.138","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026765241&doi=10.1016%2fj.apenergy.2017.07.138&partnerID=40&md5=fc6c0858708100bee9d13699850a8af1","Article","Scopus","2-s2.0-85026765241"
"Mediavilla D.G.; Figueroa D.","Mediavilla, D.G. (57035256900); Figueroa, D. (7005382046)","57035256900; 7005382046","Assessment, sources and predictability of the swell wave power arriving to Chile","2017","Renewable Energy","114","","","108","119","11","7","10.1016/j.renene.2017.03.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016497868&doi=10.1016%2fj.renene.2017.03.014&partnerID=40&md5=1b36f21d54918732609d9ece1b480a77","Article","Scopus","2-s2.0-85016497868"
"Perignon Y.","Perignon, Yves (36612307100)","36612307100","Assessing accuracy in the estimation of spectral content in wave energy resource on the French Atlantic test site SEMREV","2017","Renewable Energy","114","","","145","153","8","13","10.1016/j.renene.2017.02.086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014430843&doi=10.1016%2fj.renene.2017.02.086&partnerID=40&md5=3a3b71a42ffbc92d43d54711134ac743","Article","Scopus","2-s2.0-85014430843"
"Bozzi S.; Giassi M.; Moreno Miquel A.; Antonini A.; Bizzozero F.; Gruosso G.; Archetti R.; Passoni G.","Bozzi, Silvia (8349570900); Giassi, Marianna (56340709300); Moreno Miquel, Adrià (55794662400); Antonini, Alessandro (55795188200); Bizzozero, Federica (56341151300); Gruosso, Giambattista (6508303135); Archetti, Renata (6603182302); Passoni, Giuseppe (6603325587)","8349570900; 56340709300; 55794662400; 55795188200; 56341151300; 6508303135; 6603182302; 6603325587","Wave energy farm design in real wave climates: the Italian offshore","2017","Energy","122","","","378","389","11","53","10.1016/j.energy.2017.01.094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010818040&doi=10.1016%2fj.energy.2017.01.094&partnerID=40&md5=b3ebab93718db346fbfcaaa4db503dbc","Article","Scopus","2-s2.0-85010818040"
"Nagulan S.; Selvaraj J.; Arunachalam A.; Sivanandam K.","Nagulan, Santhosh (57039094300); Selvaraj, Jegadheeswaran (26867765200); Arunachalam, Amarkarthik (55446434400); Sivanandam, Kaushik (55234198300)","57039094300; 26867765200; 55446434400; 55234198300","Performance of artificial neural network in prediction of heave displacement for nonbuoyant type wave energy converter","2017","IET Renewable Power Generation","11","1","","81","84","3","7","10.1049/iet-rpg.2015.0416","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017558614&doi=10.1049%2fiet-rpg.2015.0416&partnerID=40&md5=1d02227abc84a384ae0d4af95502ed54","Article","Scopus","2-s2.0-85017558614"
"Ransley E.J.; Greaves D.; Raby A.; Simmonds D.; Hann M.","Ransley, E.J. (55850534000); Greaves, D. (7102627638); Raby, A. (57193492325); Simmonds, D. (7007087155); Hann, M. (55851687200)","55850534000; 7102627638; 57193492325; 7007087155; 55851687200","Survivability of wave energy converters using CFD","2017","Renewable Energy","109","","","235","247","12","85","10.1016/j.renene.2017.03.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015436191&doi=10.1016%2fj.renene.2017.03.003&partnerID=40&md5=236491c9a966ca6a25aaa9658f7b7f44","Article","Scopus","2-s2.0-85015436191"
